accident_id,accident_date,accident_time,latitude,longitude,severity,weather,light_conditions,road_type,city,state
A00465,2024-07-26,12:00,22.537988016278273,88.33854614167521,3,Clear,Daylight,Tunnel Road,Kolkata,West Bengal
A00466,2024-10-29,18:00,18.527211034365944,73.84697795474374,3,Sunny,Daylight,Ring Road,Pune,Maharashtra
A00467,2024-07-06,03:00,28.622198022965335,77.24486441952477,3,Rainy,Night,Crossroad,Delhi,Delhi
A00468,2024-10-26,16:00,17.32810732871821,78.48647251336237,2,Fog,Night,Crossroad,Hyderabad,Telangana
A00469,2024-08-20,20:00,18.449250219174232,73.91796208958785,2,Sunny,Sunset,Curvy Road,Pune,Maharashtra
A00470,2024-11-14,19:00,22.552594538491455,88.36983750002027,2,Fog,Daylight,Crossroad,Kolkata,West Bengal
A00471,2024-05-31,12:00,13.073575573929366,80.24118821686018,3,Cloudy,Night,Crossroad,Chennai,Tamil Nadu
A00472,2024-02-18,15:00,12.944519010073325,77.62300785405071,3,Fog,Daylight,Tunnel Road,Bengaluru,Karnataka
A00473,2024-02-14,06:00,12.985657252098619,77.63409638516553,3,Rainy,Daylight,Highway,Bengaluru,Karnataka
A00474,2024-03-30,20:00,13.030517940841898,80.23912559769012,1,Sunny,Night,Crossroad,Chennai,Tamil Nadu
A00475,2024-11-23,12:00,28.7027932536892,77.24126972406478,2,Clear,Sunset,Tunnel Road,Delhi,Delhi
A00476,2024-08-03,01:00,22.569143273023435,88.3523517133477,3,Sunny,Night,Crossroad,Kolkata,West Bengal
A00477,2024-08-09,01:00,13.079229173816746,80.30488838821721,3,Rainy,Daylight,Ring Road,Chennai,Tamil Nadu
A00478,2024-09-29,13:00,17.378982065552073,78.50275135575112,3,Fog,Daylight,Tunnel Road,Hyderabad,Telangana
A00479,2024-07-16,01:00,26.880445111803468,80.98416336559676,3,Sunny,Daylight,Curvy Road,Lucknow,Uttar Pradesh
A00480,2024-11-01,10:00,28.613761349332897,77.22012421556626,3,Fog,Night,Crossroad,Delhi,Delhi
A00481,2024-08-10,06:00,17.394325745723847,78.43933974394291,2,Cloudy,Daylight,Tunnel Road,Hyderabad,Telangana
A00482,2024-06-29,10:00,13.076324959059265,80.30606845197711,3,Clear,Daylight,Crossroad,Chennai,Tamil Nadu
A00483,2024-11-29,18:00,26.808488477978234,80.95625063887407,2,Cloudy,Daylight,Highway,Lucknow,Uttar Pradesh
A00484,2024-10-10,09:00,26.914567857029223,75.75533992917643,2,Cloudy,Daylight,Highway,Jaipur,Rajasthan
A00485,2024-07-20,22:00,22.975954632528232,72.59126155504275,1,Fog,Daylight,Ring Road,Ahmedabad,Gujarat
A00486,2024-10-07,11:00,26.937693159969697,75.82218515732605,2,Sunny,Daylight,Crossroad,Jaipur,Rajasthan
A00487,2024-10-28,17:00,19.101502379972526,72.89023042256719,3,Rainy,Night,Highway,Mumbai,Maharashtra
A00488,2024-02-09,17:00,17.414453428408677,78.43732228460662,3,Cloudy,Night,Crossroad,Hyderabad,Telangana
A00489,2024-04-15,19:00,19.095131584915457,72.89119700688228,2,Clear,Daylight,Market Road,Mumbai,Maharashtra
A00490,2024-10-21,00:00,28.632829234694935,77.18999509932387,3,Sunny,Daylight,Curvy Road,Delhi,Delhi
A00491,2024-03-05,06:00,28.633847870597176,77.18605084739865,2,Clear,Daylight,Highway,Delhi,Delhi
A00492,2024-08-08,13:00,26.831468000903104,80.89041760022161,3,Rainy,Daylight,Crossroad,Lucknow,Uttar Pradesh
A00493,2024-02-19,15:00,18.51563979483562,73.89427101289982,2,Clear,Sunset,Curvy Road,Pune,Maharashtra
A00494,2024-09-20,01:00,19.0745238525148,72.89237251634452,3,Sunny,Night,Ring Road,Mumbai,Maharashtra
A00495,2024-10-16,02:00,26.93743478162114,75.73214400632531,3,Fog,Night,Market Road,Jaipur,Rajasthan
A00496,2024-04-21,17:00,17.435589107226086,78.4763862958768,3,Sunny,Daylight,Ring Road,Hyderabad,Telangana
A00497,2024-03-05,04:00,22.55796883881154,88.39612999014311,3,Rainy,Night,Ring Road,Kolkata,West Bengal
A00498,2024-09-14,04:00,18.512576904612317,73.81954310432896,3,Fog,Night,Tunnel Road,Pune,Maharashtra
A00499,2024-08-18,21:00,28.628924947730127,77.18264578595974,3,Fog,Night,Crossroad,Delhi,Delhi
A00500,2024-02-26,21:00,18.493321880394184,73.83465881232222,3,Rainy,Daylight,Ring Road,Pune,Maharashtra
A00501,2024-12-28,03:00,18.493835273402365,73.86155664558721,3,Fog,Daylight,Curvy Road,Pune,Maharashtra
A00502,2024-12-28,14:00,26.8201087457808,80.97174431712668,1,Clear,Daylight,Curvy Road,Lucknow,Uttar Pradesh
A00503,2024-11-08,06:00,19.047230712693967,72.90388755042001,3,Cloudy,Night,Ring Road,Mumbai,Maharashtra
A00504,2024-06-28,16:00,19.04887082559516,72.87486553057568,3,Fog,Night,Market Road,Mumbai,Maharashtra
A00505,2024-02-25,04:00,19.04911002024224,72.88427907011602,1,Rainy,Sunset,Ring Road,Mumbai,Maharashtra
A00506,2024-05-10,21:00,26.84211347642217,80.92370669467148,3,Sunny,Sunset,Ring Road,Lucknow,Uttar Pradesh
A00507,2024-11-05,03:00,19.06416581919716,72.88728777949386,3,Clear,Daylight,Highway,Mumbai,Maharashtra
A00508,2024-05-25,06:00,12.9630572411453,77.57963704438419,3,Clear,Daylight,Highway,Bengaluru,Karnataka
A00509,2024-03-16,10:00,26.80289195956249,80.89185643748714,3,Fog,Daylight,Ring Road,Lucknow,Uttar Pradesh
A00510,2024-10-01,12:00,12.95460816226356,77.6195485035854,1,Clear,Night,Ring Road,Bengaluru,Karnataka
A00511,2024-05-01,19:00,19.051927184167315,72.84591483692465,3,Rainy,Night,Market Road,Mumbai,Maharashtra
A00512,2024-08-08,21:00,23.022506645491912,72.62094349490826,2,Fog,Sunset,Crossroad,Ahmedabad,Gujarat
A00513,2024-06-23,10:00,23.014173672310534,72.61013821517048,3,Rainy,Sunset,Ring Road,Ahmedabad,Gujarat
A00514,2024-09-06,01:00,28.58457987322344,77.23408905402016,3,Rainy,Daylight,Ring Road,Delhi,Delhi
A00515,2024-06-26,20:00,17.373304031286196,78.4349043696441,3,Cloudy,Daylight,Crossroad,Hyderabad,Telangana
A00516,2024-07-16,20:00,23.05069022744084,72.608687401472,3,Fog,Daylight,Crossroad,Ahmedabad,Gujarat
A00517,2024-07-21,01:00,12.96441223026039,77.59486290454656,3,Clear,Daylight,Curvy Road,Bengaluru,Karnataka
A00518,2024-06-03,13:00,12.936947327286822,77.58200290991397,3,Rainy,Night,Curvy Road,Bengaluru,Karnataka
A00519,2024-10-02,19:00,28.567551879599698,77.1928208495661,3,Clear,Night,Highway,Delhi,Delhi
A00520,2024-12-26,07:00,19.09169669557211,72.84109037930169,3,Clear,Daylight,Highway,Mumbai,Maharashtra
A00521,2024-05-08,00:00,28.638319425805932,77.21285852351215,3,Rainy,Night,Market Road,Delhi,Delhi
A00522,2024-09-29,02:00,22.980717935834992,72.57036348128138,3,Cloudy,Daylight,Tunnel Road,Ahmedabad,Gujarat
A00523,2024-01-22,00:00,17.352719830495833,78.39651266715671,3,Fog,Daylight,Crossroad,Hyderabad,Telangana
A00524,2024-02-20,14:00,22.995186778682996,72.63461355569618,3,Fog,Daylight,Ring Road,Ahmedabad,Gujarat
A00525,2024-03-04,19:00,19.06629472341249,72.87527361281327,3,Clear,Night,Crossroad,Mumbai,Maharashtra
A00526,2024-11-11,16:00,18.534447298942144,73.85609470044896,1,Cloudy,Sunset,Curvy Road,Pune,Maharashtra
A00527,2024-02-04,07:00,22.98727777605173,72.54773984206545,3,Fog,Night,Market Road,Ahmedabad,Gujarat
A00528,2024-02-08,16:00,18.533806807329434,73.86835723085993,3,Sunny,Daylight,Highway,Pune,Maharashtra
A00529,2024-07-28,13:00,26.856010388245334,80.92796779579503,2,Rainy,Night,Market Road,Lucknow,Uttar Pradesh
A00530,2024-01-06,13:00,26.906673833413407,75.7813541297086,3,Clear,Daylight,Curvy Road,Jaipur,Rajasthan
A00531,2024-03-28,17:00,12.995263549493819,77.60249242405136,3,Cloudy,Night,Curvy Road,Bengaluru,Karnataka
A00532,2024-05-31,03:00,26.848615594950846,80.91204855834333,1,Sunny,Sunset,Market Road,Lucknow,Uttar Pradesh
A00533,2024-09-20,04:00,26.87807552566749,75.7681661528465,3,Rainy,Daylight,Tunnel Road,Jaipur,Rajasthan
A00534,2024-03-18,04:00,18.506502825892323,73.8797773691868,3,Fog,Night,Crossroad,Pune,Maharashtra
A00535,2024-07-23,14:00,26.91928653420785,75.78586892591547,3,Fog,Daylight,Crossroad,Jaipur,Rajasthan
A00536,2024-06-22,23:00,26.934084806849565,75.7906539747461,3,Cloudy,Daylight,Ring Road,Jaipur,Rajasthan
A00537,2024-08-10,20:00,13.08027247987012,80.17558722792366,1,Rainy,Daylight,Highway,Chennai,Tamil Nadu
A00538,2024-09-14,22:00,26.81103109741395,80.94470359537615,3,Fog,Sunset,Market Road,Lucknow,Uttar Pradesh
A00539,2024-02-22,08:00,23.029466435178648,72.55113246837756,3,Rainy,Night,Curvy Road,Ahmedabad,Gujarat
A00540,2024-05-20,16:00,23.038066135413203,72.58627415063083,3,Cloudy,Daylight,Tunnel Road,Ahmedabad,Gujarat
A00541,2024-08-23,05:00,28.618059355511303,77.17641621102456,3,Rainy,Daylight,Curvy Road,Delhi,Delhi
A00542,2024-05-25,06:00,26.839622504120634,80.93399344266487,3,Clear,Daylight,Crossroad,Lucknow,Uttar Pradesh
A00543,2024-05-29,08:00,19.058273379127076,72.88634687391037,2,Clear,Night,Crossroad,Mumbai,Maharashtra
A00544,2024-12-01,13:00,28.57467186557959,77.15411334860703,1,Fog,Daylight,Crossroad,Delhi,Delhi
A00545,2024-05-18,18:00,18.528037412979305,73.88986915530124,1,Cloudy,Sunset,Highway,Pune,Maharashtra
A00546,2024-04-22,15:00,28.62746969698895,77.14349953244711,3,Cloudy,Daylight,Curvy Road,Delhi,Delhi
A00547,2024-12-26,22:00,19.11226046032506,72.87668705655807,3,Rainy,Night,Curvy Road,Mumbai,Maharashtra
A00548,2024-12-04,08:00,17.33984093816975,78.49925944062451,3,Cloudy,Night,Highway,Hyderabad,Telangana
A00549,2024-10-23,10:00,22.57918935480849,88.35458179255302,2,Clear,Daylight,Market Road,Kolkata,West Bengal
A00550,2024-02-26,09:00,26.83282126139845,80.9392392646875,2,Cloudy,Sunset,Ring Road,Lucknow,Uttar Pradesh
A00551,2024-07-29,23:00,28.613579664072002,77.16829785798232,2,Clear,Daylight,Ring Road,Delhi,Delhi
A00552,2024-12-22,05:00,13.080991786238258,80.26060984939097,3,Clear,Night,Curvy Road,Chennai,Tamil Nadu
A00553,2024-11-11,15:00,17.38973264613481,78.51036015052783,3,Clear,Daylight,Tunnel Road,Hyderabad,Telangana
A00554,2024-01-28,19:00,18.560012420293514,73.8304669305498,3,Cloudy,Daylight,Highway,Pune,Maharashtra
A00555,2024-07-05,04:00,26.898377138587254,75.77740478270175,2,Fog,Daylight,Ring Road,Jaipur,Rajasthan
A00556,2024-10-11,03:00,18.98456668062819,72.86498493734302,1,Rainy,Night,Tunnel Road,Mumbai,Maharashtra
A00557,2024-06-03,23:00,13.074900720339954,80.24462086376379,3,Clear,Night,Ring Road,Chennai,Tamil Nadu
A00558,2024-04-24,09:00,18.526909183701104,73.82827456579047,3,Cloudy,Night,Crossroad,Pune,Maharashtra
A00559,2024-11-07,19:00,26.876040015725145,80.90080583674575,3,Rainy,Daylight,Market Road,Lucknow,Uttar Pradesh
A00560,2024-01-23,11:00,26.78506679334037,81.01679277346733,3,Cloudy,Daylight,Crossroad,Lucknow,Uttar Pradesh
A00561,2024-07-25,20:00,18.535971866708145,73.82737576089184,2,Sunny,Night,Highway,Pune,Maharashtra
A00562,2024-07-20,11:00,13.080220605959202,80.3336927519498,3,Rainy,Night,Curvy Road,Chennai,Tamil Nadu
A00563,2024-06-06,07:00,22.570196926950786,88.34280636836003,2,Fog,Daylight,Crossroad,Kolkata,West Bengal
A00564,2024-09-08,18:00,19.0804080589516,72.8620360528994,1,Fog,Daylight,Tunnel Road,Mumbai,Maharashtra
A00565,2024-10-22,22:00,17.329649759806998,78.51026773390495,3,Cloudy,Daylight,Tunnel Road,Hyderabad,Telangana
A00566,2024-10-31,16:00,28.607236701142025,77.19776038096565,2,Rainy,Sunset,Market Road,Delhi,Delhi
A00567,2024-08-09,16:00,17.370993281491778,78.46791125733436,3,Clear,Sunset,Ring Road,Hyderabad,Telangana
A00568,2024-09-12,12:00,18.54288745229923,73.85148160732992,3,Fog,Night,Crossroad,Pune,Maharashtra
A00569,2024-11-24,19:00,19.107072095222886,72.85786529946039,3,Cloudy,Night,Ring Road,Mumbai,Maharashtra
A00570,2024-04-25,19:00,22.59272733744831,88.38201371560834,2,Rainy,Daylight,Crossroad,Kolkata,West Bengal
A00571,2024-02-08,12:00,18.493355146793174,73.87480119518843,3,Sunny,Daylight,Curvy Road,Pune,Maharashtra
A00572,2024-03-06,21:00,19.077462174620862,72.81097940532916,3,Cloudy,Night,Crossroad,Mumbai,Maharashtra
A00573,2024-11-17,10:00,26.859328905813822,80.97624960510132,3,Fog,Daylight,Curvy Road,Lucknow,Uttar Pradesh
A00574,2024-05-18,12:00,18.523337412128257,73.82972962333848,3,Fog,Night,Curvy Road,Pune,Maharashtra
A00575,2024-08-26,01:00,26.87537812427293,80.95035957876419,2,Fog,Daylight,Ring Road,Lucknow,Uttar Pradesh
A00576,2024-10-19,18:00,12.969428071279172,77.62538426133206,3,Cloudy,Sunset,Market Road,Bengaluru,Karnataka
A00577,2024-01-11,15:00,19.09764742685353,72.86908182523653,3,Rainy,Sunset,Crossroad,Mumbai,Maharashtra
A00578,2024-07-19,04:00,28.63122740540996,77.24808956496152,3,Sunny,Night,Curvy Road,Delhi,Delhi
A00579,2024-03-17,14:00,12.94970674150477,77.59504457694689,3,Cloudy,Daylight,Highway,Bengaluru,Karnataka
A00580,2024-01-01,09:00,26.81267158640561,80.94164798724739,3,Cloudy,Sunset,Crossroad,Lucknow,Uttar Pradesh
A00581,2024-04-29,15:00,23.052804873605815,72.53507951042579,3,Rainy,Daylight,Market Road,Ahmedabad,Gujarat
A00582,2024-11-04,17:00,26.913828630598875,75.78209134164146,2,Cloudy,Daylight,Crossroad,Jaipur,Rajasthan
A00583,2024-11-05,02:00,28.6126517206702,77.23903919611232,3,Cloudy,Daylight,Ring Road,Delhi,Delhi
A00584,2024-08-01,12:00,28.630845270758005,77.25807393418408,3,Rainy,Night,Market Road,Delhi,Delhi
A00585,2024-02-12,07:00,23.00321022829643,72.56501950489337,3,Rainy,Night,Highway,Ahmedabad,Gujarat
A00586,2024-04-01,09:00,12.995002421666644,77.6061030878779,2,Clear,Night,Tunnel Road,Bengaluru,Karnataka
A00587,2024-12-16,15:00,22.52368328393258,88.36555787787637,3,Clear,Daylight,Ring Road,Kolkata,West Bengal
A00588,2024-11-06,09:00,26.921662746129343,75.76604226199186,3,Sunny,Night,Tunnel Road,Jaipur,Rajasthan
A00589,2024-06-22,06:00,26.960349654229233,75.80930643440517,1,Sunny,Daylight,Market Road,Jaipur,Rajasthan
A00590,2024-06-12,13:00,18.511771857974576,73.90142810481605,3,Clear,Daylight,Curvy Road,Pune,Maharashtra
A00591,2024-10-17,10:00,18.534713730430582,73.84474970986498,3,Rainy,Daylight,Curvy Road,Pune,Maharashtra
A00592,2024-10-16,02:00,19.0212144245175,72.90912055227359,2,Clear,Night,Ring Road,Mumbai,Maharashtra
A00593,2024-07-18,08:00,13.097954566684422,80.26503869614523,3,Fog,Night,Curvy Road,Chennai,Tamil Nadu
A00594,2024-06-15,16:00,13.104172027235126,80.34253085701748,1,Fog,Sunset,Tunnel Road,Chennai,Tamil Nadu
A00595,2024-03-09,01:00,12.963638438026857,77.63083466103862,3,Sunny,Night,Tunnel Road,Bengaluru,Karnataka
A00596,2024-10-29,18:00,28.55166540946951,77.20833895407988,3,Rainy,Daylight,Market Road,Delhi,Delhi
A00597,2024-12-28,14:00,19.066228086342488,72.89991636097623,3,Cloudy,Daylight,Ring Road,Mumbai,Maharashtra
A00598,2024-01-17,00:00,26.828258356282042,80.92794964118143,2,Clear,Daylight,Ring Road,Lucknow,Uttar Pradesh
A00599,2024-01-17,20:00,23.047250557391653,72.59098250246863,2,Sunny,Daylight,Market Road,Ahmedabad,Gujarat
A00600,2024-12-06,15:00,19.062883776591566,72.82892655205775,2,Rainy,Daylight,Highway,Mumbai,Maharashtra
A00601,2024-03-24,08:00,26.863853011637133,80.92288290696585,2,Clear,Night,Ring Road,Lucknow,Uttar Pradesh
A00602,2024-09-06,13:00,17.43727128254108,78.54833465320985,2,Fog,Sunset,Tunnel Road,Hyderabad,Telangana
A00603,2024-03-01,20:00,17.387592905672626,78.47397688553248,3,Fog,Night,Highway,Hyderabad,Telangana
A00604,2024-10-26,14:00,17.36861706073149,78.49047996842485,2,Clear,Night,Market Road,Hyderabad,Telangana
A00605,2024-10-24,12:00,17.40613962260998,78.49724274324826,3,Fog,Night,Crossroad,Hyderabad,Telangana
A00606,2024-05-31,12:00,28.63508385647328,77.24472238348076,3,Fog,Night,Crossroad,Delhi,Delhi
A00607,2024-07-19,09:00,22.541700831756692,88.36528237664899,3,Cloudy,Night,Market Road,Kolkata,West Bengal
A00608,2024-06-23,02:00,19.041145667709156,72.82581492801103,3,Rainy,Daylight,Market Road,Mumbai,Maharashtra
A00609,2024-10-28,21:00,18.505049643233892,73.8335535958581,1,Clear,Daylight,Curvy Road,Pune,Maharashtra
A00610,2024-10-02,00:00,13.076479836824005,80.29815059774761,2,Rainy,Night,Tunnel Road,Chennai,Tamil Nadu
A00611,2024-09-06,21:00,18.518886108577913,73.83181477323355,1,Sunny,Night,Ring Road,Pune,Maharashtra
A00612,2024-03-26,08:00,22.521352615188544,88.37774609723834,3,Cloudy,Daylight,Highway,Kolkata,West Bengal
A00613,2024-07-18,04:00,19.077218422608965,72.92067758354676,2,Cloudy,Night,Highway,Mumbai,Maharashtra
A00614,2024-01-30,20:00,19.055229476772986,72.85792882175335,3,Cloudy,Sunset,Curvy Road,Mumbai,Maharashtra
A00615,2024-11-26,19:00,12.964968033901691,77.57478075851347,3,Clear,Sunset,Tunnel Road,Bengaluru,Karnataka
A00616,2024-08-19,21:00,26.842971426685125,80.93985847310546,3,Cloudy,Daylight,Crossroad,Lucknow,Uttar Pradesh
A00617,2024-07-08,08:00,12.981212953788404,77.5971211762715,3,Cloudy,Daylight,Highway,Bengaluru,Karnataka
A00618,2024-07-26,08:00,23.05437070102169,72.6077899809275,2,Rainy,Daylight,Highway,Ahmedabad,Gujarat
A00619,2024-05-22,11:00,28.69043522757508,77.22850667180221,1,Rainy,Daylight,Market Road,Delhi,Delhi
A00620,2024-10-28,15:00,28.584138693176687,77.19238914540594,3,Cloudy,Daylight,Tunnel Road,Delhi,Delhi
A00621,2024-01-11,09:00,22.582436154547,88.33973158771768,3,Rainy,Night,Ring Road,Kolkata,West Bengal
A00622,2024-02-02,02:00,28.62045977920272,77.19561038454297,3,Sunny,Daylight,Market Road,Delhi,Delhi
A00623,2024-06-30,19:00,23.04187337278711,72.57901187061525,3,Rainy,Night,Tunnel Road,Ahmedabad,Gujarat
A00624,2024-02-14,21:00,28.59483770359314,77.20776121938978,2,Fog,Daylight,Tunnel Road,Delhi,Delhi
A00625,2024-12-17,03:00,26.939678916790477,75.83308998185238,3,Fog,Daylight,Tunnel Road,Jaipur,Rajasthan
A00626,2024-12-23,12:00,28.670898189998688,77.14867918271254,3,Fog,Night,Crossroad,Delhi,Delhi
A00627,2024-11-25,05:00,26.86930301079742,80.92905885239142,3,Sunny,Daylight,Market Road,Lucknow,Uttar Pradesh
A00628,2024-07-21,10:00,26.82883437628992,80.95045335112074,3,Rainy,Night,Highway,Lucknow,Uttar Pradesh
A00629,2024-09-29,16:00,26.827705529881282,80.9169578902766,3,Fog,Night,Ring Road,Lucknow,Uttar Pradesh
A00630,2024-07-15,15:00,22.561585244401385,88.35839996969497,3,Rainy,Night,Market Road,Kolkata,West Bengal
A00631,2024-04-27,06:00,22.584556921976763,88.33781701755889,3,Rainy,Daylight,Highway,Kolkata,West Bengal
A00632,2024-05-20,14:00,18.50320152132269,73.81151623566934,3,Fog,Night,Tunnel Road,Pune,Maharashtra
A00633,2024-02-22,04:00,12.971438255008195,77.56779156495031,2,Sunny,Sunset,Highway,Bengaluru,Karnataka
A00634,2024-10-18,12:00,19.03553144797083,72.86844592000371,3,Clear,Daylight,Ring Road,Mumbai,Maharashtra
A00635,2024-07-13,17:00,19.040355548568627,72.8798549872312,1,Cloudy,Daylight,Crossroad,Mumbai,Maharashtra
A00636,2024-07-07,18:00,26.85315987316239,75.76482762350047,3,Cloudy,Night,Ring Road,Jaipur,Rajasthan
A00637,2024-10-13,17:00,17.423882503472385,78.47269173172738,2,Sunny,Daylight,Ring Road,Hyderabad,Telangana
A00638,2024-10-16,13:00,18.531230754354283,73.8857430799133,2,Rainy,Daylight,Tunnel Road,Pune,Maharashtra
A00639,2024-09-17,01:00,28.629340146631648,77.1976948696151,3,Cloudy,Night,Tunnel Road,Delhi,Delhi
A00640,2024-11-30,01:00,18.5516434165065,73.8218664343153,2,Rainy,Night,Tunnel Road,Pune,Maharashtra
A00641,2024-10-16,05:00,26.85500983561281,80.9869202140024,3,Fog,Daylight,Curvy Road,Lucknow,Uttar Pradesh
A00642,2024-10-18,18:00,26.801141901912274,80.91881166453265,1,Sunny,Daylight,Tunnel Road,Lucknow,Uttar Pradesh
A00643,2024-02-25,11:00,19.0870788942929,72.8907378250597,2,Fog,Night,Curvy Road,Mumbai,Maharashtra
A00644,2024-06-26,13:00,22.485733269000665,88.36134879081565,2,Rainy,Sunset,Highway,Kolkata,West Bengal
A00645,2024-11-14,16:00,17.38112897654611,78.46115013476997,2,Cloudy,Night,Market Road,Hyderabad,Telangana
A00646,2024-08-01,03:00,13.091956377079178,80.28534751853955,1,Rainy,Night,Curvy Road,Chennai,Tamil Nadu
A00647,2024-07-12,05:00,28.611403493892983,77.24348772069096,1,Fog,Sunset,Ring Road,Delhi,Delhi
A00648,2024-07-21,06:00,13.102335172581695,80.27349476339754,1,Fog,Daylight,Highway,Chennai,Tamil Nadu
A00649,2024-05-12,09:00,26.851955248479268,80.91724170981202,3,Cloudy,Night,Crossroad,Lucknow,Uttar Pradesh
A00650,2024-11-18,02:00,13.130091992325838,80.25804566461707,3,Cloudy,Daylight,Tunnel Road,Chennai,Tamil Nadu
A00651,2024-03-31,20:00,22.98613934699587,72.58114870103175,3,Fog,Night,Crossroad,Ahmedabad,Gujarat
A00652,2024-07-22,20:00,22.99233439956454,72.54211260645636,2,Cloudy,Daylight,Highway,Ahmedabad,Gujarat
A00653,2024-10-20,11:00,26.836284405146632,80.96932406659964,2,Sunny,Night,Tunnel Road,Lucknow,Uttar Pradesh
A00654,2024-01-06,17:00,13.001591444097963,77.56765491850544,3,Rainy,Night,Crossroad,Bengaluru,Karnataka
A00655,2024-09-20,15:00,28.632504463412467,77.10153812177538,3,Cloudy,Daylight,Highway,Delhi,Delhi
A00656,2024-05-24,16:00,19.08823870729252,72.88835076853805,3,Cloudy,Daylight,Ring Road,Mumbai,Maharashtra
A00657,2024-08-15,01:00,28.623471346169595,77.18900699884269,2,Sunny,Sunset,Curvy Road,Delhi,Delhi
A00658,2024-04-28,00:00,28.593202520659133,77.21025320972095,2,Rainy,Daylight,Curvy Road,Delhi,Delhi
A00659,2024-05-29,03:00,28.59923341642869,77.25666820985333,3,Fog,Daylight,Tunnel Road,Delhi,Delhi
A00660,2024-09-05,19:00,28.64544477488776,77.22608097755781,3,Clear,Daylight,Tunnel Road,Delhi,Delhi
A00661,2024-06-22,12:00,26.859648948889127,80.96839026404353,3,Rainy,Sunset,Crossroad,Lucknow,Uttar Pradesh
A00662,2024-11-26,21:00,17.403262067673733,78.46998608282283,2,Rainy,Daylight,Highway,Hyderabad,Telangana
A00663,2024-08-20,01:00,13.105564551409563,80.2570908345325,3,Sunny,Sunset,Tunnel Road,Chennai,Tamil Nadu
A00664,2024-06-28,04:00,13.070700539165134,80.23979573204332,3,Cloudy,Daylight,Ring Road,Chennai,Tamil Nadu
A00665,2024-09-18,05:00,13.130488535946268,80.29061592269795,3,Clear,Daylight,Crossroad,Chennai,Tamil Nadu
A00666,2024-06-08,02:00,18.58571157942465,73.82296034882053,1,Rainy,Daylight,Highway,Pune,Maharashtra
A00667,2024-03-20,10:00,13.00436308883058,77.55030609075135,2,Fog,Night,Crossroad,Bengaluru,Karnataka
A00668,2024-09-17,14:00,26.91426779568988,75.76292604448955,3,Cloudy,Daylight,Crossroad,Jaipur,Rajasthan
A00669,2024-02-01,16:00,23.022619248695516,72.58917433952362,2,Cloudy,Daylight,Crossroad,Ahmedabad,Gujarat
A00670,2024-11-22,06:00,26.906880851968754,75.73263627631064,2,Rainy,Daylight,Highway,Jaipur,Rajasthan
A00671,2024-11-02,06:00,28.594873604189434,77.1776176295244,3,Rainy,Daylight,Tunnel Road,Delhi,Delhi
A00672,2024-09-16,22:00,17.448630708045975,78.47985398261493,3,Cloudy,Sunset,Tunnel Road,Hyderabad,Telangana
A00673,2024-09-10,18:00,19.045922492307678,72.87641455833214,2,Rainy,Daylight,Tunnel Road,Mumbai,Maharashtra
A00674,2024-09-08,07:00,23.001918507288945,72.55288363260055,1,Fog,Daylight,Tunnel Road,Ahmedabad,Gujarat
A00675,2024-11-16,07:00,28.639466480197342,77.18982142548059,3,Cloudy,Daylight,Market Road,Delhi,Delhi
A00676,2024-12-19,00:00,22.55167150648173,88.33527836637687,2,Sunny,Sunset,Tunnel Road,Kolkata,West Bengal
A00677,2024-03-19,15:00,13.14312691423434,80.28982432415847,3,Clear,Night,Crossroad,Chennai,Tamil Nadu
A00678,2024-05-16,02:00,17.389877396002166,78.551536725495,2,Fog,Daylight,Curvy Road,Hyderabad,Telangana
A00679,2024-01-28,18:00,26.787806693716853,80.98101979666403,3,Cloudy,Night,Highway,Lucknow,Uttar Pradesh
A00680,2024-06-23,12:00,22.566771268481535,88.35201045108414,3,Cloudy,Night,Crossroad,Kolkata,West Bengal
A00681,2024-01-28,23:00,28.5353254338484,77.17028431818126,1,Sunny,Sunset,Tunnel Road,Delhi,Delhi
A00682,2024-10-09,09:00,13.056306077012765,80.2269173322455,3,Clear,Sunset,Ring Road,Chennai,Tamil Nadu
A00683,2024-11-11,10:00,19.05465613417749,72.8661662936307,3,Clear,Sunset,Ring Road,Mumbai,Maharashtra
A00684,2024-11-27,12:00,26.827913262130906,80.95054847720617,3,Sunny,Daylight,Tunnel Road,Lucknow,Uttar Pradesh
A00685,2024-08-01,12:00,22.995528828136344,72.56065464787586,3,Sunny,Night,Highway,Ahmedabad,Gujarat
A00686,2024-08-20,17:00,23.00799148581334,72.59665342324352,3,Clear,Night,Tunnel Road,Ahmedabad,Gujarat
A00687,2024-07-18,01:00,22.555793037224895,88.39748342113103,3,Sunny,Night,Highway,Kolkata,West Bengal
A00688,2024-06-11,12:00,19.0684377210227,72.89786104836966,3,Fog,Night,Market Road,Mumbai,Maharashtra
A00689,2024-10-05,05:00,28.657280676501696,77.17902641082519,3,Fog,Night,Ring Road,Delhi,Delhi
A00690,2024-10-17,21:00,22.58352839282345,88.32975712786774,3,Fog,Sunset,Highway,Kolkata,West Bengal
A00691,2024-09-22,16:00,12.964514233501507,77.60487495400731,3,Rainy,Sunset,Highway,Bengaluru,Karnataka
A00692,2024-01-22,19:00,26.890573928944207,75.78224208439394,3,Sunny,Daylight,Ring Road,Jaipur,Rajasthan
A00693,2024-04-09,17:00,12.934627062825081,77.62317385911608,3,Clear,Daylight,Market Road,Bengaluru,Karnataka
